V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
-0.310788833,0.016259296,1.133429463,-1.544036289,0.183602493,0.074444277,0.662548988,-0.176736386,1.400092323,1.20213747,-0.622893252,0.634839726,0.025596165,0.408226374,1.018758062,0.566472338,0.272706745,-0.188491364,-1.373573288,0.499043492,-0.211356455,-0.247940316,0.02036499,0.218623908,-0.251357917,1.509929628,0.276558193,0.272889339,15239.13,0
-0.018669962,-0.235228452,0.243641716,-2.782630153,1.688311758,1.957178113,0.549396976,-0.20263248,1.010813445,0.23439985,-0.682026641,0.699091309,-0.190795687,0.842582857,1.241791733,0.324912403,0.162183073,0.686612413,0.001579167,-0.169458065,0.195158805,-0.05217582,-0.239916148,2.209208818,0.33277783,-2.1321125,0.093907054,-0.129746322,10606.48,0
0.970106604,-0.501774424,0.86544371,-0.060828062,0.177756656,1.129684196,0.179312032,-0.03070375,0.586343095,0.899920236,-0.744788546,0.300141514,-1.655871143,0.829674762,-0.068697065,1.327291963,0.237409954,0.668992799,-0.535070652,-0.373522656,-0.070450569,0.198586747,-0.179327293,-1.826036509,0.369344536,2.297325211,-0.285778924,-0.132355973,21532.26,0
-0.083147024,-0.187573995,0.206502364,-2.853218482,1.662733885,1.866945671,0.651575638,-0.01704868,1.248056085,0.414007726,-0.64808195,0.668945416,-0.16867633,0.743413547,1.302489438,0.299764341,0.143057776,0.649374225,-0.036277156,0.257094267,-0.123418187,0.150238356,-0.328337513,2.224203127,0.473038462,-2.124220337,0.321590289,0.141410774,11342.15,0
-0.010713499,-0.171263141,1.590370725,-0.691301904,0.249369862,0.328141298,0.599776103,-0.09075035,0.211617795,0.534470902,0.104944374,0.768184141,-1.141192468,1.080547518,0.542662827,0.523921692,0.368662124,0.168530547,-0.322208816,-0.156591367,-0.162248259,-0.417362587,0.014689215,0.380782752,-0.655587348,0.182904621,0.087520519,0.159627996,13150.75,0
0.072355025,-0.297863455,0.276604308,-2.760802783,1.726306628,1.881421167,0.659225909,-0.022494584,0.961393045,0.212842593,-0.676375059,0.656903329,-0.167115751,0.825779144,1.26464605,0.322050587,0.147103331,0.67496433,0.014886582,-0.004469761,-0.10025221,0.191885741,-0.352477506,2.244774195,0.300667613,-2.150268395,0.050969775,-0.149365296,22647.73,0
-1.128191057,-1.403551084,0.583011211,-0.945580019,-0.249897136,0.710485039,1.748568661,-0.499780849,3.657839456,3.071092803,0.197641785,0.811223624,-0.181947888,-0.130281147,-0.167281413,0.980085944,0.058157614,0.090060202,-0.225225734,-2.345173466,-0.819230549,-0.052677061,-1.092147114,1.175877686,0.431245187,1.466318395,-1.414140538,9.122784386,10628.89,0
-0.921519114,0.791635154,0.234171989,-1.163194315,-0.123685908,-0.077902479,0.526036497,-0.014361002,2.773226734,4.412489587,-0.285361696,1.527818921,1.217455532,0.253019602,1.455347041,0.186051389,0.410782038,-0.351564128,-1.14324519,2.059773188,-0.407630602,-0.655508737,0.250570741,0.716241155,1.016905662,0.249834688,2.004319837,1.742943997,2482.61,0
-0.190283351,-0.212009783,1.022528786,-0.121748493,0.383702666,0.647829495,0.411100227,0.024892511,0.158683892,0.541266296,-0.307110013,1.167691271,-0.488280205,1.104276646,-0.496091615,0.078475789,0.608047331,0.337746892,0.697443321,0.006412998,-0.072278736,0.174042019,-0.152108199,-0.49768988,-0.196197745,-0.515539765,0.128146166,0.038304667,6094.63,0
0.072355025,-0.297863455,0.276604308,-2.760802783,1.726306628,1.881421167,0.659225909,-0.022494584,0.961393045,0.212842593,-0.676375059,0.656903329,-0.167115751,0.825779144,1.26464605,0.322050587,0.147103331,0.67496433,0.014886582,-0.004469761,-0.10025221,0.191885741,-0.352477506,2.244774195,0.300667613,-2.150268395,0.050969775,-0.149365296,22630.87,0
-0.009266895,-0.241944886,0.240773918,-2.80698344,1.69416111,1.874324831,0.655502311,-0.019801921,1.10215048,0.309443778,-0.662130047,0.662889747,-0.1678996,0.78373071,1.283586791,0.310877198,0.14507254,0.662061889,-0.010613168,0.126371459,-0.11190192,0.171062141,-0.340931222,2.234598937,0.386492943,-2.137190576,0.184372686,-0.004138416,11145.66,0
-0.065363389,-1.832794631,0.027833454,-0.377190743,-0.12182748,0.346160919,1.032139517,-0.25906484,0.584720933,0.343175283,-1.407262591,0.649527729,0.82387051,0.920407506,1.52738307,0.899431146,0.258641755,0.389376463,-0.174796904,1.88440803,0.130675602,-0.597016647,-1.082317819,-0.725893246,0.122745445,2.065890855,-0.548146131,0.325692456,795.57,0
1.114555533,-0.597710487,0.785352786,-0.876131951,-0.145448216,-0.26737223,0.312952563,-0.219265116,-0.013869106,0.910411512,-0.656759733,0.879293197,1.099974968,0.673132214,0.922898714,-0.133497476,0.44863883,0.840368434,-1.021472342,-0.592810773,-0.273628665,-0.668222026,0.113092394,1.621826711,0.110369875,1.853066334,-0.297036076,-0.0589515,16514.57,0
0.943896944,-0.395091352,1.190552479,0.262499295,0.158133269,1.057951427,0.222528907,-0.062642694,0.652154358,0.81701598,-1.893843079,0.430182261,-0.336370503,0.543691707,0.035501268,0.898331349,0.316817069,0.129993263,-1.010064169,-0.375550104,-0.151895937,-0.206202281,-0.045930172,-1.318250908,0.440588818,0.107134563,-0.174696531,-0.045780582,12764.06,0
0.072355025,-0.297863455,0.276604308,-2.760802783,1.726306628,1.881421167,0.659225909,-0.022494584,0.961393045,0.212842593,-0.676375059,0.656903329,-0.167115751,0.825779144,1.26464605,0.322050587,0.147103331,0.67496433,0.014886582,-0.004469761,-0.10025221,0.191885741,-0.352477506,2.244774195,0.300667613,-2.150268395,0.050969775,-0.149365296,9854.46,0
-0.087216712,-0.322587598,1.877890923,-0.515215933,0.343033334,0.16916825,0.627665709,-0.153159609,0.68938192,0.500156777,-0.935780335,0.332332568,-1.695747086,0.681985045,-0.033919409,0.059049652,0.600526641,-0.18182256,-0.28233962,-0.042832086,-0.175021626,-0.236136927,-0.056332818,0.811611639,-0.394658576,0.510546938,-0.062177908,-0.211664213,2003.42,0
1.074128041,-0.640860378,0.320102411,-1.010041512,0.059410722,-0.028660881,0.424246703,-0.207186998,-0.21436264,1.03684432,-0.149137506,0.840628589,0.123568633,1.059193702,-0.083024564,-0.112475762,0.360634936,1.430478771,-0.429217397,-0.532537268,-0.24490659,-0.647148139,-0.130261398,0.135226888,0.620311905,2.102425865,-0.354919896,-0.119007221,17506.38,0
-0.098025497,0.038689013,0.904574119,0.30169811,0.475060337,0.8040513,0.742524865,-0.048908536,-0.481994669,0.746258569,-1.610881788,0.169104906,-0.294273749,1.354657355,1.625787445,0.294585889,0.568476902,0.211756045,0.528465511,-0.033949534,-0.066132463,-0.007332264,-0.258489165,-1.287144241,0.743751833,0.943422604,-0.336150853,-0.090444762,3486.74,0
0.072355025,-0.297863455,0.276604308,-2.760802783,1.726306628,1.881421167,0.659225909,-0.022494584,0.961393045,0.212842593,-0.676375059,0.656903329,-0.167115751,0.825779144,1.26464605,0.322050587,0.147103331,0.67496433,0.014886582,-0.004469761,-0.10025221,0.191885741,-0.352477506,2.244774195,0.300667613,-2.150268395,0.050969775,-0.149365296,13999.7,0
0.896303103,-0.477977599,1.120194536,0.004415245,-0.011346054,0.523852765,0.301878675,-0.10945372,1.148478406,0.50149474,-1.082548219,0.928365117,-0.881055653,0.582087291,-0.719577767,0.037678777,0.661424062,-0.177323721,-0.545089901,-0.410530059,-0.130313534,0.078211569,-0.052401718,0.887297127,0.828795016,-0.653721526,-0.159231119,-0.037901953,13266.78,0
-0.247112425,-0.094006771,1.242397641,-1.035146337,0.302299093,0.286937198,0.9352513,-0.128427695,0.425419983,0.514634386,-0.042535743,0.569118781,-1.885663972,1.027756381,-0.654295278,0.788187417,0.177886312,0.288509706,-2.20374854,-0.500025493,-0.060970645,0.370300992,-0.263531265,0.371539466,0.040436673,-1.884385185,-0.616387853,-1.014056512,4020.1,0
-0.009266895,-0.241944886,0.240773918,-2.80698344,1.69416111,1.874324831,0.655502311,-0.019801921,1.10215048,0.309443778,-0.662130047,0.662889747,-0.1678996,0.78373071,1.283586791,0.310877198,0.14507254,0.662061889,-0.010613168,0.126371459,-0.11190192,0.171062141,-0.340931222,2.234598937,0.386492943,-2.137190576,0.184372686,-0.004138416,11155.32,0
-0.063751684,-2.154016263,0.497783101,-0.382890558,-0.495641664,0.5301998,0.567109324,-0.211440249,0.404374096,0.56288653,-1.269566294,1.182538677,1.306420171,0.417141213,-0.519019592,-0.179800431,0.570542974,0.972025126,-0.839703354,1.444941552,-0.087031122,-1.290598059,-0.759258028,1.050051367,-0.59963418,1.627951321,-0.45306456,0.386971978,19469.21,0
-0.099837607,-0.437915874,0.253562133,-2.675625908,1.898784453,1.798556822,0.614500222,-0.029820589,1.033433061,0.253116815,-0.667946655,0.661854971,-0.134130599,0.797172392,1.312123945,0.325098078,0.14258494,0.680722313,0.049299584,-0.080175684,-0.105260784,0.227888528,0.043328302,2.224350462,0.446856043,-2.13884908,-0.046287978,-0.264585161,16159.51,0
-0.073615482,0.043928004,1.40559403,0.058759864,0.569853903,0.095987987,0.894443047,-0.201192056,-0.281524829,0.851167698,-0.912230155,0.902382299,1.517878507,0.683181182,-0.147714225,0.62420217,0.263473868,0.046672103,-0.902690547,-0.047663629,-0.086642812,0.150470113,-0.237115973,0.898962804,-0.025043119,-0.138372447,0.020821038,0.36921473,7105.33,0
-0.5689913,-0.476244199,1.509802321,0.465948323,-0.106865741,0.663836073,1.424587632,-0.307502525,0.115412231,1.514177221,-0.578774168,0.177900365,-0.307971041,0.554866452,2.210804846,0.548220184,0.383661356,0.164346578,0.574454703,-0.937383079,-0.405866667,-0.514438801,0.918258833,1.476845081,0.061294526,-0.282505426,-1.019991545,-0.12487006,1724.49,0
0.036485887,-0.271375181,0.221933183,-2.734179673,1.629146793,1.867596885,0.578992153,0.030482476,0.855377458,0.149730403,-0.735471146,0.720417094,-0.136340642,0.959993068,1.224161475,0.36635727,0.171667423,0.697200467,0.011551066,-0.07616513,-0.079580216,0.167243743,-0.314014708,2.244511534,0.345195893,-2.067491264,0.260990448,0.389056077,15608.89,0
-0.263204197,-0.527445582,0.207661189,-2.618270529,1.975971761,1.761817977,0.607443413,-0.058108386,1.175785994,0.338000099,-0.642612096,0.660989132,-0.093094105,0.733031043,1.394778853,0.338033588,0.133151187,0.652955478,0.106283103,-0.466710823,-0.141847559,0.280232438,0.301233419,2.245183631,0.54960022,-2.141658225,-0.207706299,-0.345079726,6002.62,0
0.999170989,-0.353655556,0.611944671,-0.349285066,0.171756991,0.112818731,0.428745205,-0.162725345,0.545309953,0.471902383,-0.550719039,0.703079315,-0.077691628,0.606442426,1.690796778,0.597196295,0.54355511,-0.07852986,-0.707572009,-0.298203759,-0.210197932,-0.696414536,0.141306123,0.083342048,0.129379464,0.294755832,-0.248436217,-0.034823105,23106.13,0
0.77176188,-0.741194243,0.269117288,-1.101044956,0.087857401,-0.059521512,0.574530955,-0.213028104,1.341513743,0.228633058,-1.32202773,0.662214266,-0.359529937,1.046735144,2.188370591,0.313573787,0.304576384,0.451134234,0.499237414,0.17310054,-0.13677771,-0.639776934,-0.318608196,-0.784761108,0.911863935,-2.067380547,-0.242208981,0.030652745,17482.23,0
0.072355025,-0.297863455,0.276604308,-2.760802783,1.726306628,1.881421167,0.659225909,-0.022494584,0.961393045,0.212842593,-0.676375059,0.656903329,-0.167115751,0.825779144,1.26464605,0.322050587,0.147103331,0.67496433,0.014886582,-0.004469761,-0.10025221,0.191885741,-0.352477506,2.244774195,0.300667613,-2.150268395,0.050969775,-0.149365296,14257.59,0
1.053440917,-0.449564914,0.712263753,-0.458719977,0.107426292,0.302979617,0.33376361,-0.165337552,0.760876999,0.563147257,-1.42319419,0.595818235,0.542509718,0.693716462,1.60470907,1.011379132,0.207498482,0.497808971,-0.262241501,-0.186688734,-0.084867732,0.103957691,-0.176288519,-0.686931349,0.664581463,1.211834154,-0.262029601,-0.068127911,14819.35,0
-0.057431601,-0.231526203,0.227544981,-2.815015525,1.695617503,1.871916911,0.650593011,-0.028691997,1.155291962,0.346291777,-0.656928054,0.662450951,-0.163892748,0.762331299,1.295960715,0.305161266,0.14325484,0.656333979,-0.005559291,0.103284436,-0.106081458,0.173511568,-0.307898765,2.231894674,0.378765722,-2.170940252,0.019008112,-0.020539743,15035.94,0
0.072355025,-0.297863455,0.276604308,-2.760802783,1.726306628,1.881421167,0.659225909,-0.022494584,0.961393045,0.212842593,-0.676375059,0.656903329,-0.167115751,0.825779144,1.26464605,0.322050587,0.147103331,0.67496433,0.014886582,-0.004469761,-0.10025221,0.191885741,-0.352477506,2.244774195,0.300667613,-2.150268395,0.050969775,-0.149365296,11024.13,0
-0.313795144,-0.096790368,0.882873968,-0.733662042,0.455531512,1.321859583,0.383545191,0.121817576,0.74476535,0.504713628,-1.095440543,0.482929286,-1.412924071,0.914661952,0.990462971,-0.14368293,0.975187491,-0.660705347,-1.136299766,-0.158992516,-0.162254955,-0.094627247,-0.073053299,-2.359215277,-0.387972241,0.903141724,0.375748929,0.350444176,23790.52,0
-0.009266895,-0.241944886,0.240773918,-2.80698344,1.69416111,1.874324831,0.655502311,-0.019801921,1.10215048,0.309443778,-0.662130047,0.662889747,-0.1678996,0.78373071,1.283586791,0.310877198,0.14507254,0.662061889,-0.010613168,0.126371459,-0.11190192,0.171062141,-0.340931222,2.234598937,0.386492943,-2.137190576,0.184372686,-0.004138416,20226.51,0
0.254238545,-0.375248175,1.696389344,-0.082050206,0.058554976,0.686644173,0.407193998,-0.07528021,1.205238728,0.362029386,-1.354138084,1.301910413,-0.441973512,0.33765035,-1.941048804,-0.097767436,0.763765269,-0.349276009,-0.20588154,-0.383283233,-0.222798823,-0.419476249,0.256268984,0.786981533,-0.89594823,-1.708246608,-0.160281168,-0.225940915,13571.78,0
-0.144057681,-0.229062359,0.762698809,0.519875972,0.459330859,0.655779262,0.278358823,0.020496097,-0.061959119,0.739910731,-0.123262028,0.983707017,-0.290692056,0.395668103,-0.725550675,0.331677837,1.06154706,0.668107518,0.463144183,-0.149743591,-0.013457155,0.535845845,0.053740849,-0.05195471,-2.06217965,0.208490055,-0.171027999,0.336284098,23606.35,0
0.072355025,-0.297863455,0.276604308,-2.760802783,1.726306628,1.881421167,0.659225909,-0.022494584,0.961393045,0.212842593,-0.676375059,0.656903329,-0.167115751,0.825779144,1.26464605,0.322050587,0.147103331,0.67496433,0.014886582,-0.004469761,-0.10025221,0.191885741,-0.352477506,2.244774195,0.300667613,-2.150268395,0.050969775,-0.149365296,763.31,0
0.341725307,-1.163549647,0.826540886,-0.38557127,-0.262638973,0.317106054,0.432784677,-0.178675509,1.148353692,0.358928061,-0.979483065,1.258509914,0.81243382,0.488205678,0.293109441,0.594863175,0.410877833,0.10032975,-0.153328789,0.79407945,-0.029291426,-0.365271896,-0.398525299,1.097704326,-0.163163306,1.870940138,-0.374971042,0.149296555,21219.16,0
-0.060993359,-0.345251602,2.568961543,-0.637105027,0.083037074,0.985020807,0.384457057,-0.106017298,1.354262404,0.440142787,-0.208976985,2.48975601,0.491818023,0.139318824,-2.621267632,0.105739669,0.475904493,-0.076929699,-0.422296234,-0.315613131,-0.106832846,0.395488942,-0.09308687,0.627871489,-0.816464731,0.245645976,-0.724573319,-0.499079411,17411.86,0
0.004220816,-0.127619317,0.692799639,-0.139236678,0.956764765,-0.016968019,0.648985242,-0.187518979,0.023807777,0.293748496,-0.950306153,0.622057025,1.558917502,0.080346982,1.580803808,0.646911709,0.783479184,1.148712501,0.441109249,0.162647045,-0.079951527,0.125280887,-0.268091045,-0.942419765,-0.154525591,-0.523364829,-0.01851231,0.382363089,19749.47,0
-0.071839505,-0.191807479,1.641712207,-0.726753256,0.570936991,1.032381105,0.6959839,-0.105915182,0.31046276,0.511628483,-0.075521073,1.174468995,0.636189641,0.651772955,2.392983561,-0.11047086,0.737723649,-0.79275241,-1.761256158,-0.108374945,-0.149534258,-0.007480758,0.097974154,-1.069490845,-0.971966919,0.319781596,-0.176424251,-0.379619524,6353.1,0
0.072355025,-0.297863455,0.276604308,-2.760802783,1.726306628,1.881421167,0.659225909,-0.022494584,0.961393045,0.212842593,-0.676375059,0.656903329,-0.167115751,0.825779144,1.26464605,0.322050587,0.147103331,0.67496433,0.014886582,-0.004469761,-0.10025221,0.191885741,-0.352477506,2.244774195,0.300667613,-2.150268395,0.050969775,-0.149365296,11272.62,0
0.072355025,-0.297863455,0.276604308,-2.760802783,1.726306628,1.881421167,0.659225909,-0.022494584,0.961393045,0.212842593,-0.676375059,0.656903329,-0.167115751,0.825779144,1.26464605,0.322050587,0.147103331,0.67496433,0.014886582,-0.004469761,-0.10025221,0.191885741,-0.352477506,2.244774195,0.300667613,-2.150268395,0.050969775,-0.149365296,22180.34,0
0.001943662,-0.01384488,2.177410739,0.296789627,0.347566856,0.51143969,0.769560674,-0.209591762,-0.123060287,1.585600896,0.125579289,0.6428419,-0.177264177,0.71805202,0.748350784,0.453556991,0.318678982,0.514215573,0.632965286,0.373111524,-0.211108898,-0.328126273,-0.065869378,1.02708201,-0.835363126,-0.270761281,-0.058648813,-0.539119365,21309.22,0
0.982527844,-0.482894372,0.36999067,-0.653109551,0.167519256,-0.0575179,0.523715132,-0.176518129,0.419419165,0.629227417,-0.117267488,0.600558978,-1.593549526,1.384030312,0.288900736,0.741573415,0.306354992,0.198898878,0.351472778,-0.217606048,-0.241947807,-1.109899345,0.048299629,0.029811667,0.159654911,1.458710288,-0.384596669,-0.119790232,13366.9,0
-0.018669962,-0.235228452,0.243641716,-2.782630153,1.688311758,1.957178113,0.549396976,-0.20263248,1.010813445,0.23439985,-0.682026641,0.699091309,-0.190795687,0.842582857,1.241791733,0.324912403,0.162183073,0.686612413,0.001579167,-0.169458065,0.195158805,-0.05217582,-0.239916148,2.209208818,0.33277783,-2.1321125,0.093907054,-0.129746322,11819.98,0
-0.300406847,-0.735325771,0.329237951,-2.493027715,2.627465664,1.48324362,0.308834034,-0.020129999,1.091002473,0.296432777,-0.64515152,0.724189904,-0.10280235,0.811740361,1.469350157,0.319011694,0.154312105,0.643401933,0.114793291,-0.204803956,-0.129813403,0.05327809,-0.602632853,2.347609207,0.633852181,-2.005870899,0.084511819,-0.401193507,12474.85,0
-0.454061387,-0.418469715,2.259058543,0.088822274,0.888722005,0.038604508,0.477381896,-0.22249702,0.394745416,0.913940765,-1.482107712,0.37199619,-0.688091799,0.427009747,-1.223795775,0.587718517,0.304058233,0.024177573,-1.046086676,-1.069640971,-0.203217294,-0.106822526,-0.927182162,0.980648434,0.673419757,-0.101892634,-0.625918137,-0.52628032,9114.32,0
1.079772406,-0.703089142,0.674816459,-1.992580225,-0.073015419,0.286581669,0.196467233,-0.12341071,2.332978335,0.110407713,-0.304619599,1.671016559,-0.282092548,0.741736901,1.262019705,0.244218636,0.282264077,1.359956967,1.068564256,-0.260265309,-0.048591986,0.609752322,-0.288566121,-0.772048935,1.176972623,-1.522814221,-0.123133616,-0.072367655,19283.53,0
0.072355025,-0.297863455,0.276604308,-2.760802783,1.726306628,1.881421167,0.659225909,-0.022494584,0.961393045,0.212842593,-0.676375059,0.656903329,-0.167115751,0.825779144,1.26464605,0.322050587,0.147103331,0.67496433,0.014886582,-0.004469761,-0.10025221,0.191885741,-0.352477506,2.244774195,0.300667613,-2.150268395,0.050969775,-0.149365296,23874.2,0
0.072355025,-0.297863455,0.276604308,-2.760802783,1.726306628,1.881421167,0.659225909,-0.022494584,0.961393045,0.212842593,-0.676375059,0.656903329,-0.167115751,0.825779144,1.26464605,0.322050587,0.147103331,0.67496433,0.014886582,-0.004469761,-0.10025221,0.191885741,-0.352477506,2.244774195,0.300667613,-2.150268395,0.050969775,-0.149365296,878.65,0
-0.061191397,-0.294543758,2.434538723,-1.364943743,0.168006371,0.522024117,0.533381835,-0.13155592,0.789486421,0.37605066,-0.242459472,1.396271495,0.44040691,0.364371731,-1.146393809,0.849294557,0.196391773,0.450548803,-0.245063063,-0.004819572,-0.148174741,0.03276068,-0.29963543,0.174904266,-0.237655734,1.671256855,-0.121706314,-0.304025314,18601.99,0
-0.8274917,1.075636476,-0.467809696,-0.487247919,0.351269016,-0.693743445,0.934561452,-0.242770829,4.430279787,5.860363284,0.310402438,0.48824234,0.290601782,-0.756296666,2.116146287,0.272568206,1.730180722,0.641701512,-1.659650528,2.850134914,-0.525626806,-0.273159237,0.271144737,-0.016727313,0.639528853,-1.279972393,0.939043479,-1.630316095,2129.6,0
-0.275409562,0.03865069,0.61555058,-1.166505408,0.256478378,0.472789387,0.430675266,0.077669238,0.217502005,0.348686783,-0.698105788,1.909585744,1.336380115,0.912345273,-1.143124945,0.982000606,0.237754443,0.462691283,0.169599466,-0.120690573,-0.164599973,-0.426033183,-0.158162671,-1.318987021,-0.006787861,0.776371684,-0.047945172,0.128179373,17262.82,0
-0.186377736,-0.516234449,0.588137164,-1.760825976,1.073677548,2.32126165,0.190736334,0.230594266,0.764785203,0.13571757,-1.321198126,0.808633696,-0.109567379,0.583174571,-0.89236352,0.88518247,0.295740239,0.278158058,-0.128205771,-0.060360372,-0.153727731,-0.651422823,0.010301511,2.352976791,0.106831606,1.624090915,-0.436710398,-0.387798146,22339.59,0
-0.407639834,0.157304979,0.394744515,-1.175964098,0.131443166,0.424666056,0.306703988,0.188607736,0.229887478,0.378713037,-0.78243405,2.131671423,1.397949645,1.083840049,-1.165920071,1.069299485,0.280051583,0.47822841,0.140722728,-0.09879491,-0.158927983,-0.456334113,-0.104173842,-1.326102926,0.112084365,0.789469289,-0.075208829,0.126866102,12643.62,0
-0.022801852,-0.00129677,1.571601569,0.473089264,0.357675933,0.414229031,0.76702407,-0.291934361,0.280240174,1.175925294,-0.699412289,0.467386128,0.310353337,-0.00183323,-0.177458241,0.148321137,0.907167673,0.382711459,0.495183571,-0.044639379,-0.10393834,0.392970973,-0.081803901,1.410774799,-1.278880873,0.126110716,-0.993775766,-0.61378553,14210.16,0
-0.009266895,-0.241944886,0.240773918,-2.80698344,1.69416111,1.874324831,0.655502311,-0.019801921,1.10215048,0.309443778,-0.662130047,0.662889747,-0.1678996,0.78373071,1.283586791,0.310877198,0.14507254,0.662061889,-0.010613168,0.126371459,-0.11190192,0.171062141,-0.340931222,2.234598937,0.386492943,-2.137190576,0.184372686,-0.004138416,16097.98,0
